filename, alternaria alternata, cercospora nicotianae, no cercospora nicotianae or alternaria alternata present
healthy-17-_jpg.rf.04faee074af6b2a32435dcc574132fea.jpg, 0, 0, 1
image_processing20220902-2740616-1w39gp2_jpg.rf.03df23cfec8a6ec63ad8eecb22ea6861.jpg, 1, 0, 0
tabac245_jpg.rf.0540bdc35bd3b59aff0d8b370bce6cb1.jpg, 0, 1, 0
Alternaria-Zimbabwe1_jpg.rf.054cf4fc3c25230946155dab856502a9.jpg, 1, 0, 0
image_processing20220902-2740614-1xsizc_jpg.rf.05a2c8fac87fe682952a9ae57e1ec608.jpg, 0, 1, 0
cercni_jpg.rf.056970587b70e0ddb78f91ed865d5851.jpg, 0, 1, 0
4211_jpg.rf.05413887c7435461cae6d49d97270115.jpg, 0, 1, 0
tabac264-265-266_jpg.rf.05ded57a73d3f313c0b3c7d695b39dbb.jpg, 1, 0, 0
healthy-20-_jpg.rf.05e67cad6f1fae8a09e6ef255f877cdf.jpg, 0, 0, 1
healthy-17-_jpg.rf.0609a0d02999d1420688015c7f4cd569.jpg, 0, 0, 1
1436046_jpg.rf.06142418f8a0e165b30731d61c313aae.jpg, 1, 0, 0
Early_FLS_jpg.rf.04caa39863325f838816230c21fc5a11.jpg, 0, 1, 0
180614tc_jpg.rf.03c97897946f6e0e419828f1f4c77f3a.jpg, 0, 1, 0
tabac245_jpg.rf.06a66e9ece896687c4f507eb1a19c5cd.jpg, 0, 1, 0
180614tc_jpg.rf.066ec5f31a0ec3a3ed8938d1b8e529cf.jpg, 0, 1, 0
Brown_Spot_3_Large_9jOnKmI_jpg.rf.06914df93fa9209a3ce88c223b985db3.jpg, 0, 1, 0
1440025lgpt_jpg.rf.066b925f79596a2c03bbdba78f653e8f.jpg, 1, 0, 0
Early_FLS_jpg.rf.06daed936f085d71f230cf013b7de7db.jpg, 0, 1, 0
tabac245_jpg.rf.076b6e204c6038f245668d6aa12a2e41.jpg, 0, 1, 0
1440024_jpg.rf.07ef26de0158b38305732d1fb6e846fc.jpg, 1, 0, 0
Early_FLS_jpg.rf.073ceed410eeadb706916f1363b82aa6.jpg, 0, 1, 0
healthy-5-_jpg.rf.083990fd821d3c81f76fb029eb17a2b5.jpg, 0, 0, 1
image_processing20220902-2740616-1w39gp2_jpg.rf.0806e094076558e2706198147b3d6b43.jpg, 1, 0, 0
image_processing20220902-2740614-1xsizc_jpg.rf.08176ed0bdd8b4aa148476c9ab9107cf.jpg, 0, 1, 0
cercni2_jpg.rf.08232a771c4872babac9e9a63421672c.jpg, 0, 1, 0
image_processing20220902-1323614-fzpxm_jpg.rf.08a8b9849e531db8cf445df7f84f8b5c.jpg, 0, 1, 0
1436046_jpg.rf.0856b4c9bc57508221d681bd6c20e0b1.jpg, 1, 0, 0
healthy-19-_jpg.rf.08d259f5fe4b471cccc231dc5a368183.jpg, 0, 0, 1
180614tc_jpg.rf.086ab920e4c7b6e4988b1e145868cb2e.jpg, 0, 1, 0
tabac264-265-266_jpg.rf.0948e363ca619b61966dbb9b023e053b.jpg, 1, 0, 0
image_processing20220902-1323614-fzpxm_jpg.rf.0935f304a7d9ae5271bbd279b570082d.jpg, 0, 1, 0
Alternaria-tabac3_jpg.rf.09fcbf5bb1f1f6876f55e91fe4c0cc03.jpg, 1, 0, 0
4211_jpg.rf.0a7d2258ddcd7594c27452629cf31320.jpg, 0, 1, 0
healthy-20-_jpg.rf.0b192da41ac14cbc4449c098a1b02d29.jpg, 0, 0, 1
Zachariah-Hansen2_jpg.rf.0a3cb1ab1433b822db1ee4c22a2b23ea.jpg, 0, 1, 0
Alternaria-tabac1_jpg.rf.094c2576d5c6af1a6d0dcda94ccfc57c.jpg, 1, 0, 0
healthy-17-_jpg.rf.0b4be654b3eb5c327775a586c4889e4d.jpg, 0, 0, 1
healthy-19-_jpg.rf.0ad52f95f1e0b2ec113033cfbd4e13a9.jpg, 0, 0, 1
image_processing20220902-1323621-8ev7f7_jpg.rf.0b56b2684095195cf93abf0432af7a28.jpg, 0, 1, 0
image_processing20220902-1323614-fzpxm_jpg.rf.0b3d0c01f5660c484278c4ebc0a4e84f.jpg, 0, 1, 0
healthy-17-_jpg.rf.0baa8870d480914203f96f55bf12c89e.jpg, 0, 0, 1
1440024_jpg.rf.0c030bad2345d3086706730682e91cb2.jpg, 1, 0, 0
healthy-30-_jpg.rf.0c1da22e6008f07137fe748fdb639f9c.jpg, 0, 0, 1
Alternaria-Zimbabwe1_jpg.rf.0c33f600750aae774e1152d66d1c9ddc.jpg, 1, 0, 0
1-cercosporiose-2_jpg.rf.0c5b59fd31e4103b61df7c4b115d2f5a.jpg, 0, 1, 0
Zachariah-Hansen2_jpg.rf.0c6a1a473df48b001a1e6d096feeec07.jpg, 0, 1, 0
Zachariah-Hansen2_jpg.rf.0c8121c9c0d0994bfc7c979ad45e5466.jpg, 0, 1, 0
healthy-32-_jpeg_jpg.rf.0c2c514dba872bd8ac3330e0600abf98.jpg, 0, 0, 1
healthy-19-_jpg.rf.0cf32baa31a754d6efc6f37be39a7248.jpg, 0, 0, 1
healthy-29-_jpg.rf.0c8269ea866180f3ffe9e8b118263ffa.jpg, 0, 0, 1
1436046_jpg.rf.0d116d8a6be64fa6f552bb6a525386d7.jpg, 1, 0, 0
healthy-17-_jpg.rf.0d7001214a7943969b38a1aad53616be.jpg, 0, 0, 1
1436046_jpg.rf.0d1c7cff556debf7d3852873da5b9aa2.jpg, 1, 0, 0
1280px-Alternariaalternata_jpg.rf.0d7e5661c23d6277649581eaa6a0a63a.jpg, 1, 0, 0
Zachariah-Hansen2_jpg.rf.0d76f703e5eec6b0c1ae5152af4043d0.jpg, 0, 1, 0
healthy-34-_jpg.rf.0e00c7e8542017fa2892d3a495935ffc.jpg, 0, 0, 1
Brown_Spot_3_Large_9jOnKmI_jpg.rf.0d86951b3ccfb895c887e886cad22b07.jpg, 0, 1, 0
image_processing20220902-2740616-xssvza_jpg.rf.0e0e03ec6a98bf1d4eb5e566eb1d7b67.jpg, 1, 0, 0
cercni_jpg.rf.0e0d15ad216a8bde8b22c45977c64eab.jpg, 0, 1, 0
healthy-15-_jpg.rf.0eb64ad594a214ce69ef481354e09bb0.jpg, 0, 0, 1
1280px-Alternariaalternata_jpg.rf.109ae24b90c34b503e5414fd5c78afae.jpg, 1, 0, 0
1280px-Alternariaalternata_jpg.rf.0f130e4e06906b7dab12ec6ededb9a94.jpg, 1, 0, 0
cercni2_jpg.rf.0e592ed2aee5f469b6d77b74474a88ea.jpg, 0, 1, 0
Alternaria-Zimbabwe1_jpg.rf.1213f79353f7c69a366e609e17f7847c.jpg, 1, 0, 0
healthy-19-_jpg.rf.11ac0494bf722e2f1a1f10233b1ca8ff.jpg, 0, 0, 1
healthy-15-_jpg.rf.112ef00b40985a6cc078c2f7f6ebb827.jpg, 0, 0, 1
image_processing20220902-2740616-1w39gp2_jpg.rf.11e19524faba6ec7be84cd20ef8ce531.jpg, 1, 0, 0
1280px-Alternariaalternata_jpg.rf.0f6c63f71b8e5db814af7d138d12025f.jpg, 1, 0, 0
1440024_jpg.rf.126220b8db9666e02f16fd723d3e8c45.jpg, 1, 0, 0
Target_Spot_Leaf_zciIWN3_jpg.rf.12bb0f4e50371cc93682dc907192e9e9.jpg, 0, 1, 0
healthy-6-_jpg.rf.127c0a6c241c2c2e79a2e1a15c28d8a6.jpg, 0, 0, 1
cercni2_jpg.rf.12974157977e8992edbfce2433a17c00.jpg, 0, 1, 0
tabac237_jpg.rf.0f49e9765294e7fb7ea39fcc715c3ab1.jpg, 0, 1, 0
healthy-16-_jpg.rf.1311f3377d267adb0e0c5c8f2c5a5b34.jpg, 0, 0, 1
tabac264-265-266_jpg.rf.1379ca90432c567f0f2cc7b862e7abbd.jpg, 1, 0, 0
image_processing20220902-1323621-8ev7f7_jpg.rf.12f406cd477c422f6eefcb24c097d17b.jpg, 0, 1, 0
Alternaria-tabac1_jpg.rf.131a72f3da37c31444ac5e78978dd1c7.jpg, 1, 0, 0
healthy-17-_jpg.rf.13d47f556138600bfc6b1684cf5fa805.jpg, 0, 0, 1
image_processing20220902-2740616-1w39gp2_jpg.rf.15764c47a92f65d6c69f3e816119b6f2.jpg, 1, 0, 0
Zachariah-Hansen2_jpg.rf.14c0711645813035125690e49e3a6493.jpg, 0, 1, 0
tabac237_jpg.rf.1412635c0934a06c8b6dc56d2086d1a1.jpg, 0, 1, 0
Alternaria-Zimbabwe1_jpg.rf.164418cc5796718a1e4dec058d08ec21.jpg, 1, 0, 0
healthy-15-_jpg.rf.160072c9bd84621459d7dc20b2fabc36.jpg, 0, 0, 1
tabac245_jpg.rf.1589aca65c623bf18a69939ccbabbbbf.jpg, 0, 1, 0
healthy-29-_jpg.rf.16b3e68683e73fec25bca6d2fe6aca54.jpg, 0, 0, 1
4211_jpg.rf.166abc6c81a229555cb5a966de7eb526.jpg, 0, 1, 0
healthy-32-_jpeg_jpg.rf.16cc3578149da4eaa1aa2e747e2ac9f7.jpg, 0, 0, 1
image_processing20220902-2740614-1xsizc_jpg.rf.16cff52bcbf8d8ab1b99ded9e3ffaf76.jpg, 0, 1, 0
Alternaria-Zimbabwe1_jpg.rf.16ef456acd691ab1a4587b8692796555.jpg, 1, 0, 0
healthy-29-_jpg.rf.17d02685a8fe57f45b905ff9f5c125db.jpg, 0, 0, 1
tabac245_jpg.rf.18c7b18e3b0a462e9b399e5dadc43f21.jpg, 0, 1, 0
tabac264-265-266_jpg.rf.17b2c7e571737858ab74bedee0a3a46a.jpg, 1, 0, 0
healthy-30-_jpg.rf.1a05bcc74b660b01e0921b11acfa16f8.jpg, 0, 0, 1
healthy-15-_jpg.rf.1729692544c96863a17e1a34190d1115.jpg, 0, 0, 1
Alternaria-tabac1_jpg.rf.1a01b0ba729f2cb7a41d2a23c8769a0c.jpg, 1, 0, 0
healthy-15-_jpg.rf.1926d29c9c3e5bd96cd19bee66e1e25f.jpg, 0, 0, 1
tabac245_jpg.rf.1a200ca20324297cedb244beb3977f44.jpg, 0, 1, 0
healthy-34-_jpg.rf.1aaab35ddc3bd9f01e9656b2ee7d217c.jpg, 0, 0, 1
Brown_Spot_3_Large_9jOnKmI_jpg.rf.1a1dcedb1a0da9c1d534f195733ef042.jpg, 0, 1, 0
image_processing20220902-2740616-1w39gp2_jpg.rf.1b37a6e9cff18cd3965da73f5a9d7126.jpg, 1, 0, 0
tabac264-265-266_jpg.rf.1aa856a50c8524b018f5656c43fb17f4.jpg, 1, 0, 0
Zachariah-Hansen2_jpg.rf.1b45f929355c16c8c105fabd8dbd1c5a.jpg, 0, 1, 0
healthy-34-_jpg.rf.1b5412829410e86680e4d24a58b553d5.jpg, 0, 0, 1
Alternaria-Zimbabwe1_jpg.rf.1c34f8e499bc555d2cfa325993c7102c.jpg, 1, 0, 0
Target_Spot_Leaf_zciIWN3_jpg.rf.1bc730ce317a252d0b4b209823357b44.jpg, 0, 1, 0
Early_FLS_jpg.rf.1c2ffacef3e6ee1533fc7cde303e389c.jpg, 0, 1, 0
tabac264-265-266_jpg.rf.1c85fe56767e2fe8d743a874f302e147.jpg, 1, 0, 0
healthy-15-_jpg.rf.1c7f5cd2f89922f73a89c6ddbb6a7544.jpg, 0, 0, 1
Alternaria-tabac3_jpg.rf.15c52791bf7480212519682b046fdbf8.jpg, 1, 0, 0
healthy-32-_jpeg_jpg.rf.1c5b92a96d677ae46f781f3fcb709860.jpg, 0, 0, 1
1440025lgpt_jpg.rf.1d409ce44903444a57075fecd059f84b.jpg, 1, 0, 0
image_processing20220902-2740616-1w39gp2_jpg.rf.1dc49418ce6ac1117dedd4d470945384.jpg, 1, 0, 0
image_processing20220902-2740614-1xsizc_jpg.rf.1daf5ee1e42a05827d38ea1d4444916d.jpg, 0, 1, 0
1-cercosporiose-2_jpg.rf.1e3b20708ded9a79fd5596e443103972.jpg, 0, 1, 0
healthy-4-_jpg.rf.1dc28f7a9fad1697ee224f5c6d58d1e4.jpg, 0, 0, 1
180614tc_jpg.rf.1e331438c2ea3bd9c503faa9f307833d.jpg, 0, 1, 0
tabac264-265-266_jpg.rf.1e4073e361621a8e2546d47df0bcd013.jpg, 1, 0, 0
1436046_jpg.rf.1e353d7ef98af98ed72427377de695fa.jpg, 1, 0, 0
image_processing20220902-1323621-8ev7f7_jpg.rf.1e98d9ea9b33e449b726745ef0beae88.jpg, 0, 1, 0
healthy-16-_jpg.rf.1ed7df1e0ce204447034c56e25c5e159.jpg, 0, 0, 1
1436046_jpg.rf.1f2ae80a16b4caf921a0d7f7e36a879a.jpg, 1, 0, 0
healthy-27-_jpg.rf.1ecf9ce5b7373fe9edff7278b9abe7e7.jpg, 0, 0, 1
tabac245_jpg.rf.1f3957c11988674495951b51d0232a74.jpg, 0, 1, 0
tabac264-265-266_jpg.rf.1f46f2790eccb0f48be904c10ac4e8b5.jpg, 1, 0, 0
healthy-16-_jpg.rf.1ff052022c2a906af820a4a3702f2854.jpg, 0, 0, 1
tabac237_jpg.rf.200a646377336d40e78541b62eaa2cf3.jpg, 0, 1, 0
1497002_jpg.rf.205ca144badbc00027c245ac54bbd582.jpg, 1, 0, 0
1524158_jpg.rf.20ddf48e8ca8632d93472bf699063970.jpg, 1, 0, 0
1440025lgpt_jpg.rf.2149b18c80097e47ed73e2441784ca26.jpg, 1, 0, 0
Alternaria-Zimbabwe1_jpg.rf.20f955f9764c69a458b5182d80d827fa.jpg, 1, 0, 0
cercni_jpg.rf.21a726d4ec822fcdf81753bc43a5e9a0.jpg, 0, 1, 0
healthy-17-_jpg.rf.21fe7e7e101fbac9e2af7cdef39f7ced.jpg, 0, 0, 1
healthy-16-_jpg.rf.21bb1b37085f736b945dc03e556ad43f.jpg, 0, 0, 1
1-cercosporiose-2_jpg.rf.2220a2e1eb3e27c06b33a277167084ee.jpg, 0, 1, 0
image_processing20220902-2740616-xssvza_jpg.rf.22d93bdb70f808b46d21c1be5cd44575.jpg, 1, 0, 0
Early_FLS_jpg.rf.229ddd9053729b9407a905fa0cd5318c.jpg, 0, 1, 0
image_processing20220902-1323614-fzpxm_jpg.rf.22e8bb2d36eb45548a4a5bb3328b828d.jpg, 0, 1, 0
healthy-15-_jpg.rf.22f6e2789b0817d24c80b20604abf031.jpg, 0, 0, 1
image_processing20220902-2740616-1w39gp2_jpg.rf.dd0c094c02c787e1447119a4e15b9b19.jpg, 1, 0, 0
4211_jpg.rf.df2fe6446d3651d992e89b632f4a6505.jpg, 0, 1, 0
Alternaria-tabac3_jpg.rf.e2115dc9840975e8aa92d657c092c952.jpg, 1, 0, 0
1280px-Alternariaalternata_jpg.rf.e1b1779ed985940cc426f34fc3c02f1b.jpg, 1, 0, 0
1440024_jpg.rf.dfd723a2a8dd75e49de26933057c89bb.jpg, 1, 0, 0
healthy-17-_jpg.rf.e10620449d386ca1ec4adbfd0e3850a0.jpg, 0, 0, 1
healthy-30-_jpg.rf.dd16ce460636ed97381968a5e7daf0d7.jpg, 0, 0, 1
180614tc_jpg.rf.e2144969689dcae1a4b1c5ebc4c0a362.jpg, 0, 1, 0
1436046_jpg.rf.e03f92ca895a38ab493e11712c9802e4.jpg, 1, 0, 0
cercni_jpg.rf.e0e98815257064c02c8a597c508931dc.jpg, 0, 1, 0
cercni_jpg.rf.ddcec2bd4636dd4f6a69a435c3217624.jpg, 0, 1, 0
healthy-32-_jpeg_jpg.rf.df9fa0dda23e9c6a2ff9ad01c480e7b9.jpg, 0, 0, 1
Alternaria-tabac3_jpg.rf.ddee49760e7ffe20c766a77b8158606d.jpg, 1, 0, 0
cercni_jpg.rf.dff044e9c47555895bd0b15820f3db2a.jpg, 0, 1, 0
tabac237_jpg.rf.de7c3fdd8bb90208a6df6a019043398a.jpg, 0, 1, 0
cercni_jpg.rf.de6d6b72bb84c52bf818a6264c9f257e.jpg, 0, 1, 0
tabac267_jpg.rf.def372f650c27634aeef5dcabd588673.jpg, 1, 0, 0
healthy-6-_jpg.rf.dfd9b2079fe8eb957c52bf1b4721762c.jpg, 0, 0, 1
Alternaria-tabac1_jpg.rf.dcbc85e8ae14765f27d3a80dc15071d8.jpg, 1, 0, 0
Early_FLS_jpg.rf.dd44f5abbbe3dcd34f5717a127fb4354.jpg, 0, 1, 0
180614tc_jpg.rf.dd561cf29fbf9c2a51cf92aa0bf85508.jpg, 0, 1, 0
tabac264-265-266_jpg.rf.e20cb58661b37863f5618050d7abb4a6.jpg, 1, 0, 0
180614tb_jpg.rf.deccf3946bb74266c9638c72ee2d11bc.jpg, 0, 1, 0
cercni_jpg.rf.dd8acc167b1e92ed8f8ab66b9d3ad2f6.jpg, 0, 1, 0
cercni2_jpg.rf.e2585fd9f0948da59d4c56d20abeb838.jpg, 0, 1, 0
healthy-17-_jpg.rf.e314529da83f3691adeff4b6152f326c.jpg, 0, 0, 1
cercni_jpg.rf.e22c2150fc23e7b6932dceb379df641c.jpg, 0, 1, 0
1497002_jpg.rf.e26ad39a82f805e224f9a65a58d6a46a.jpg, 1, 0, 0
image_processing20220902-1323621-8ev7f7_jpg.rf.e37624300392867008cd606e05f784b7.jpg, 0, 1, 0
healthy-6-_jpg.rf.e430367d7284ad64a974695c706f9db1.jpg, 0, 0, 1
tabac245_jpg.rf.e42b6e24dff7a60479507953444478ae.jpg, 0, 1, 0
cercni_jpg.rf.e4adfdd4fe42d5af7c08b52753ac1e45.jpg, 0, 1, 0
tabac267_jpg.rf.e4b6844150c8c5d842b39b7fda550943.jpg, 1, 0, 0
tabac264-265-266_jpg.rf.e45cf3da389d1723450e7f95e2f87ef0.jpg, 1, 0, 0
Alternaria-tabac1_jpg.rf.e3c662dea60d10352665261d0db6b351.jpg, 1, 0, 0
cercni_jpg.rf.e5b00692048ed6c64d271fd5beb23d15.jpg, 0, 1, 0
healthy-6-_jpg.rf.e59379b077ca542f4cd3fa125deec20a.jpg, 0, 0, 1
Brown_Spot_3_Large_9jOnKmI_jpg.rf.e678b331b5c66bfb862cfa281f5f8c8c.jpg, 0, 1, 0
healthy-19-_jpg.rf.e5c31bcf9f36f96c204cb3494c575f66.jpg, 0, 0, 1
1524158_jpg.rf.e6f7d04466a0e79bdaa0316ab0d94952.jpg, 1, 0, 0
healthy-4-_jpg.rf.e5bef99da0979c186854e30529cfddaf.jpg, 0, 0, 1
healthy-4-_jpg.rf.e5f79a0a203cda614390c3120b9247dc.jpg, 0, 0, 1
Zachariah-Hansen2_jpg.rf.e817c4a345353ef8078985db49d5fa99.jpg, 0, 1, 0
healthy-36-_jpg.rf.e731b732d4653e11bae8ebef266506f0.jpg, 0, 0, 1
Zachariah-Hansen2_jpg.rf.e8e0ca81b80d133fe86b065488c493d1.jpg, 0, 1, 0
1497002_jpg.rf.ead032709dd9031ad7de9325cd26ae63.jpg, 1, 0, 0
1440024_jpg.rf.ea694fc288159e99e4348a92e3139b83.jpg, 1, 0, 0
image_processing20220902-2740614-1xsizc_jpg.rf.e94e93468ec7e7bf884ebd1f2f1b715d.jpg, 0, 1, 0
180614tb_jpg.rf.e7f0c73dc4b3a19db657b33a70803e10.jpg, 0, 1, 0
1440025lgpt_jpg.rf.eb05afec56ce051499b9313b20805d81.jpg, 1, 0, 0
healthy-35-_jpg.rf.eb5de325309668261119079f7fca726f.jpg, 0, 0, 1
1280px-Alternariaalternata_jpg.rf.eb95351c5596c894e32effb3d824dc36.jpg, 1, 0, 0
healthy-32-_jpeg_jpg.rf.ec96684bbdabe6911f158481dab1db45.jpg, 0, 0, 1
1440025lgpt_jpg.rf.ed227d003ffdbe2889e44fe9b851e81f.jpg, 1, 0, 0
Alternaria-tabac1_jpg.rf.ecb968651c4ede584e7f2dc58de7fedb.jpg, 1, 0, 0
Alternaria-tabac1_jpg.rf.ebb5e6a0e8e84f6aea3fce4801313f11.jpg, 1, 0, 0
tabac245_jpg.rf.eded99bf906bbffa4d65508fca801119.jpg, 0, 1, 0
Alternaria-tabac1_jpg.rf.eadb02718a92912714df2fb1c39bb62a.jpg, 1, 0, 0
healthy-5-_jpg.rf.ed317c5bd0847ec38cc23b173925e527.jpg, 0, 0, 1
tabac261_jpg.rf.ee62ce97f69176f56c101f4eb4da3b51.jpg, 1, 0, 0
4211_jpg.rf.ee9a07c9658ceae3b26e45885c808799.jpg, 0, 1, 0
1524158_jpg.rf.ef0752d379d9796447d50a23c197b429.jpg, 1, 0, 0
healthy-32-_jpeg_jpg.rf.ebaaafdae746c702cf109c342f4a292e.jpg, 0, 0, 1
Brown_Spot_3_Large_9jOnKmI_jpg.rf.ef25ddabf82f193a752bf4268e7fc0bd.jpg, 0, 1, 0
4211_jpg.rf.eeceb1844a1fd3727f27fb7673f54732.jpg, 0, 1, 0
tabac264-265-266_jpg.rf.edebd0a6d4732eb91cf8e2245fe21d03.jpg, 1, 0, 0
cercni2_jpg.rf.ef82223ff602ba71071bd16081590733.jpg, 0, 1, 0
1440024_jpg.rf.ef75a2e868678815aa9f440fdf322b43.jpg, 1, 0, 0
image_processing20220902-1323621-8ev7f7_jpg.rf.ef18a8252a560aea0f82d3660379442e.jpg, 0, 1, 0
tabac264-265-266_jpg.rf.ef886ffd4f5310150c6b2cf7eb88c701.jpg, 1, 0, 0
cercni2_jpg.rf.efb95c8eb8b551486fc892b076daa27a.jpg, 0, 1, 0
tabac264-265-266_jpg.rf.efb4a957d8e0eb47ac900f5827234803.jpg, 1, 0, 0
4211_jpg.rf.efead8798b67843b03366d7e4f69afe1.jpg, 0, 1, 0
Zachariah-Hansen2_jpg.rf.efb7525ed1077c699fa6968619c69544.jpg, 0, 1, 0
Zachariah-Hansen2_jpg.rf.f085f421d11ad6a60495e6ff7cf9bc7e.jpg, 0, 1, 0
Brown_Spot_3_Large_9jOnKmI_jpg.rf.efd36a04b66966f33a1205d1559b13a4.jpg, 0, 1, 0
Alternaria-Zimbabwe1_jpg.rf.f017f12c68395b8c9315b051853c2de0.jpg, 1, 0, 0
image_processing20220902-1323621-8ev7f7_jpg.rf.f0f75a8f32e7cdf161ef0465a11c4ad6.jpg, 0, 1, 0
tabac245_jpg.rf.f0c17ee10b04a96d0462bcc0c0545f9b.jpg, 0, 1, 0
Early_FLS_jpg.rf.f181f1b6e69f8e0c68fef576175ef1c2.jpg, 0, 1, 0
tabac245_jpg.rf.f1345708cc82e66c3b94d29b6c6691aa.jpg, 0, 1, 0
Target_Spot_Leaf_zciIWN3_jpg.rf.f1840cee72596ac286a306060808e918.jpg, 0, 1, 0
Early_FLS_jpg.rf.f21161351fc161708aaa4f0ff66c10ab.jpg, 0, 1, 0
4211_jpg.rf.f1960a10cac6dd8bbd3a15d3c017a6d5.jpg, 0, 1, 0
tabac267_jpg.rf.f331129b0a5d0972a31eccbd48f2992d.jpg, 1, 0, 0
1440025lgpt_jpg.rf.f2f2e0274e7c7c749bdfb6f00c7316c9.jpg, 1, 0, 0
Alternaria-tabac3_jpg.rf.f38a1fef3618a7d7e9b840960ef6fec1.jpg, 1, 0, 0
healthy-36-_jpg.rf.f2ba1472b33a62d2b391dace4a072b7f.jpg, 0, 0, 1
tabac264-265-266_jpg.rf.f25fb5a1d5a65c6bde0b20f63956001f.jpg, 1, 0, 0
Zachariah-Hansen2_jpg.rf.f4bd112a911405ae7f805283fcae4211.jpg, 0, 1, 0
tabac264-265-266_jpg.rf.f5185acb2cce6db1c1c04d18c54cff1a.jpg, 1, 0, 0
tabac267_jpg.rf.f52581e608b0d32344a1c17b84ac2a8c.jpg, 1, 0, 0
1280px-Alternariaalternata_jpg.rf.f43ead8ae771cd6138b4bfe1d5799e2e.jpg, 1, 0, 0
image_processing20220902-1323621-8ev7f7_jpg.rf.f58aa794353a24cf0ea1b9d8a7e790b5.jpg, 0, 1, 0
1-cercosporiose-2_jpg.rf.f53ed4d281e3131c4b64b5981d47e27c.jpg, 0, 1, 0
tabac264-265-266_jpg.rf.f58a43dd0c85667238b979fa21099968.jpg, 1, 0, 0
1497002_jpg.rf.f5e1c71f3015123770d02777bdae4ee5.jpg, 1, 0, 0
cercni_jpg.rf.f615911192cb13a568c89bb0ddf5cadb.jpg, 0, 1, 0
Brown_Spot_3_Large_9jOnKmI_jpg.rf.f61d9386375560e1ef572b59354eeef7.jpg, 0, 1, 0
tabac245_jpg.rf.f66701995c7804b7247ce5b01f87209d.jpg, 0, 1, 0
healthy-17-_jpg.rf.f68e9948df4188f464b39a818c9f4d5b.jpg, 0, 0, 1
image_processing20220902-1323621-8ev7f7_jpg.rf.f72d9e9e2246dbbfd58940573e62833f.jpg, 0, 1, 0
1280px-Alternariaalternata_jpg.rf.f7d27de0ce60a38a5ad43fb6a75d57cc.jpg, 1, 0, 0
tabac264-265-266_jpg.rf.f744324951a7d414fb6ccd44516aa21f.jpg, 1, 0, 0
healthy-4-_jpg.rf.f688a2dfb48a501e95ac8b5c6478f3d4.jpg, 0, 0, 1
Alternaria-tabac3_jpg.rf.f7621fbeeefcddc3f6037e14bee5ab9f.jpg, 1, 0, 0
image_processing20220902-1323614-fzpxm_jpg.rf.f618da756551bf9e835ef65dcd16b878.jpg, 0, 1, 0
healthy-15-_jpg.rf.f7a9e5ea3cde9f1d648b44cf89e0b446.jpg, 0, 0, 1
1497002_jpg.rf.f7e5ce4ecd26c5f84b6de50a8211b077.jpg, 1, 0, 0
healthy-36-_jpg.rf.f87ebb59ade540a941bf92f66a9d6169.jpg, 0, 0, 1
Early_FLS_jpg.rf.f805a502f14e213f2581b2d19d903267.jpg, 0, 1, 0
healthy-34-_jpg.rf.f8b6e2ca5a5468c59538325ba38a84bf.jpg, 0, 0, 1
1-cercosporiose-2_jpg.rf.f8d5bb8086fd00e623b42bdc36bb3d57.jpg, 0, 1, 0
healthy-25-_jpg.rf.f7eb269c0400f079e0f161bfa1a002b1.jpg, 0, 0, 1
Alternaria-tabac1_jpg.rf.f90cd5ece69c0303064add792df33b7d.jpg, 1, 0, 0
healthy-4-_jpg.rf.fa09bca9a279a746c6392024926e0e76.jpg, 0, 0, 1
1436046_jpg.rf.fa3c0f84048dc75e3769caa2ac079560.jpg, 1, 0, 0
1280px-Alternariaalternata_jpg.rf.fa1ff518031349d0357d43c3c973fd61.jpg, 1, 0, 0
Zachariah-Hansen2_jpg.rf.fa8d12d505ac37f28793af54bccc0643.jpg, 0, 1, 0
healthy-35-_jpg.rf.f9250af3d6d0bd81e8b4510a9c211a08.jpg, 0, 0, 1
image_processing20220902-1323621-8ev7f7_jpg.rf.fa90b8838c3bc6ee871b3c977a92b260.jpg, 0, 1, 0
healthy-19-_jpg.rf.fb6977c32eba6788139693b70edd7aad.jpg, 0, 0, 1
1440025lgpt_jpg.rf.fa9df71e9b0b62d282b48ffb43127dd1.jpg, 1, 0, 0
healthy-15-_jpg.rf.faf8b340901c099884067ac334350f2d.jpg, 0, 0, 1
Zachariah-Hansen2_jpg.rf.fbb97cd0c321484b46c0640d7baba811.jpg, 0, 1, 0
Alternaria-tabac1_jpg.rf.fc19d148452b24ca31798c11381769d1.jpg, 1, 0, 0
healthy-16-_jpg.rf.fbf6022728b99f2463f4b80857571fe7.jpg, 0, 0, 1
1524158_jpg.rf.fc0b2727a7892ba880fa0355abe43a22.jpg, 1, 0, 0
1-cercosporiose-2_jpg.rf.fc27e942dde296c23b82776ba642880b.jpg, 0, 1, 0
healthy-16-_jpg.rf.fce4a5fa6e5d1c6828e0326b97f50a15.jpg, 0, 0, 1
healthy-19-_jpg.rf.fca5c4782051fe6499be04107b24b1c8.jpg, 0, 0, 1
cercni_jpg.rf.fc3473b4026eaca351606f5580af2661.jpg, 0, 1, 0
healthy-30-_jpg.rf.fd004e2a57c242f79a16612ef0eefd96.jpg, 0, 0, 1
tabac237_jpg.rf.fe1aefe9f8bcd3ef3d231198c89453f4.jpg, 0, 1, 0
